id,name,cat,category_name,assigned_class,set_name,spell_id,active,description
279,Holy Fortitude,2,Class,PALADIN,Protection Paladin,,0,Holy Shield damage is increased by 17% of your block value. Holy Shield now triggers when you are attacked in any way.
282,Improved Avenger's Shield,2,Class,PALADIN,Protection Paladin,,0,Avenger's Shield damage increases enemy's damage taken by 10% for 20 seconds. Avenger's Shield damage and threat is increased by 100%. Avenger's Shield cooldown is reduced by 15 seconds.
1064,Improved Consecration,2,Class,PALADIN,Holy Paladin,,0,Increases damage of Consecration by 50% and it can critically hit. Your rays also cast Consecration whenever you do.
1060,Improved Divine Illumination,2,Class,PALADIN,Holy Paladin,,0,Your rays deal 15% more damage and healing while Divine Illumination is active. Your rays can not expire while Divine Illumination is active.
1062,Improved Exorcism,2,Class,PALADIN,Holy Paladin,,0,Reduces cast time of Exorcism by 100% and increases its damage by 100%. Your rays also cast Exorcism whenever you do.
1059,Improved Flash of Light,2,Class,PALADIN,Holy Paladin,,0,"Increases healing of Flash of Light by 100%. This bonus is lost whenever you use Flash of Light and gradually regained over 10 seconds. Using Flash of Light when the bonus is full also causes your rays to cast Flash of Light, unless you have the Purifying Light perk."
1063,Improved Holy Wrath,2,Class,PALADIN,Holy Paladin,,0,Increases radius of Holy Wrath by 50% and increases its damage by 200%. Holy Wrath works on targets other than demon and undead as well. Your rays also cast Holy Wrath whenever you do.
1124,Improved Seal of Light,2,Class,PALADIN,Protection Paladin,,0,Increases the amount you heal yourself with Seal of Light and Judgement of Light by 33%.
1220,Inevitable Doom,2,Class,PALADIN,Oathbreaker,,0,Increases damage of Mark of Ruin by 25%. When an enemy dies the remaining Marks of Ruin are transfered to another nearby enemy.
987,Judge,2,Class,PALADIN,Retribution Paladin,,0,Judgement causes your next 5 melee attacks to deal an additional 20% melee damage as holy. This effect can not happen more often than once every $3F1 second per target. • Empowered: Duration and charges multiplied by 3.
972,Mandate of Heaven,2,Class,PALADIN,Protection Paladin,,0,"Your Hammer of the Righteous, Avenger's Shield, Shield of Righteousness, Consecration and Hand of Reckoning deal 17% more damage if the enemy is not attacking someone else."
1222,Precise Aim,2,Class,PALADIN,Oathbreaker,,0,Increases damage of Shadow Lance by 33% and cooldown by 8 seconds. OR Reduces damage of Shadow Lance by 50% and cooldown by $3f1 seconds.
1061,Prismatic Light,2,Class,PALADIN,Holy Paladin,,0,"You now summon 2 rays at a time, but their duration, size, damage and healing is reduced by 50%."
1672,Purifying Light,2,Class,PALADIN,Holy Paladin,,0,Your rays deal increased damage equal to $0f2x of your spell haste bonus. Your rays no longer heal.
1223,Reap What You Sow,2,Class,PALADIN,Oathbreaker,,0,"When Nightmare Apparition expires it detonates, dealing 50% of the damage it caused to all enemies within 15 yards."
281,Righteous Anger,2,Class,PALADIN,Protection Paladin,,0,"Your Holy Shield deals 1% increased damage for each Holy Shield charge you gained during combat, up to 25 charges. Exiting combat clears this bonus."
280,Sanctuary,2,Class,PALADIN,Protection Paladin,,0,"When Blessing of Sanctuary triggers, it also heals for $0f1% of maximum health. You take 10% less damage when affected by Blessing of Sanctuary."
1219,Sealed Fate,2,Class,PALADIN,Oathbreaker,,0,Increases damage of Mark of Ruin by $0f1% per stack. Mark of Ruin no longer automatically detonates.
1221,Seeker of Death,2,Class,PALADIN,Oathbreaker,,0,"If the target dies to Shadow Lance, then it bounces to another nearby enemy (up to 5 times). If the target survives Shadow Lance place a damage over time effect for 50% of the original damage over 6 seconds."
991,Seraphim,2,Class,PALADIN,Retribution Paladin,,0,Reduces cooldown of Avenging Wrath by 20 seconds. Activating Avenging Wrath causes you to become Empowered with $1F1x stacks.
1226,Unholy Frenzy,2,Class,PALADIN,Oathbreaker,,0,Casting Shadow Shock without cooldown reduces the remaining cooldown of Shadow Lance by $0f1 second. Casting Shadow Shock with a cooldown causes it to deal 66% increased damage. Shadow Shock cooldown is increased by 8 seconds.
1374,Arcane Anomaly,3,Class,HUNTER,Marksman Hunter,,0,When using Chimera Shot with Viper Sting it now also causes Arcane Missiles to bombard the enemy. Increases damage of Arcane Missiles by 0%.
1283,Arcane Quiver,3,Class,HUNTER,Volley,,0,"Increase damage of Volley by 18%, this bonus is reduced by 3% each time it hits. Each enemy has its own bonus counter and the bonus can not be reduced below 0%. OR Increase damage of volley by 3% each time it hits, up to 18%. Each enemy has its own bonus counter."
1369,Barrage,3,Class,HUNTER,Marksman Hunter,,0,"Gain an effect based on ranged weapon type. • Bow: Arcane Shot criticals also apply the Piercing Shots effect and Arcane Shot deals 15% more damage. • Crossbow: Steady Shot deals 15% more critical damage. • Gun: Multi-Shot hits an additional 2 targets, has 4 yards increased radius and has $2f1 second lower cooldown."
126,Bonding,3,Class,HUNTER,Beastmaster Hunter,,0,"Your pet receives 66% more healing from you, and has 15% increased health regeneration from perks."
1370,Careful Aim,3,Class,HUNTER,Marksman Hunter,,0,"Steady Shot has 10 second cast time, but deals 500% increased damage. You can stop casting early to fire it for a fraction of the bonus, based on how long you spent casting."
1339,Cheer: Defensive,3,Class,HUNTER,Beastmaster Hunter,,0,You learn how to cheer your pet on. While using this cheer your pet takes 6% less damage. While using any cheer your pet takes 1% less damage.
1340,Cheer: Offensive,3,Class,HUNTER,Beastmaster Hunter,,0,You learn how to cheer your pet on. While using this cheer your pet deals 6% more damage. While using any cheer your pet deals 1% more damage.
1341,Cheer: Swiftness,3,Class,HUNTER,Beastmaster Hunter,,0,You learn how to cheer your pet on. While using this cheer your pet has 6% increased movement speed and their single target damaging abilities hit other nearby enemies as well. While using any cheer your pet has 1% increased movement speed.
1288,Deathly Arrows,3,Class,HUNTER,Volley,,0,Each Volley hit will use 2% of total health to add $0f1% of that amount to base damage. This effect is disabled when falling below 10% health.
1342,Dedication,3,Class,HUNTER,Beastmaster Hunter,,0,"Your pet gains 33% of your critical strike rating, dodge rating and armor penetration rating."
1285,Enchanted Arrows,3,Class,HUNTER,Volley,,0,Each Volley hit will use 2% of total mana to add $0f1% of that amount to base damage. This effect is disabled when falling below 10% mana.
1134,Explosive Blast,3,Class,HUNTER,Survival Hunter,,0,"Explosive Shot only deals one tick of damage, but the damage is increased by 45%."
1133,Explosive Charge,3,Class,HUNTER,Survival Hunter,,0,"Explosive Shot deals its damage only at the end or when enemy dies, has 10 yards radius, but the duration is increased by 4 seconds. Increases damage of Explosive Shot by 150%. This perk set will no longer automatically fire Explosive Shot."
1282,Focused Barrage,3,Class,HUNTER,Volley,,0,Select radius of Volley. Increase damage of Volley based on how small the radius is (up to 15% for smallest radius and 1% for largest radius).
129,Improved Bestial Wrath,3,Class,HUNTER,Beastmaster Hunter,,0,Increases the duration of Bestial Wrath by $0f1 seconds.
238,Improved Black Arrow,3,Class,HUNTER,Survival Hunter,,0,Increases damage of Black Arrow by 150%. Black Arrow periodic hits can critically hit.
240,Improved Shots,3,Class,HUNTER,Survival Hunter,,0,Each active perk from this set increases the damage of your shots by $0f1%.
239,Improved Traps,3,Class,HUNTER,Survival Hunter,,0,Your traps are placed at your target's location instead of yours. Fire traps attack power bonus is increased by 30% for each active perk from this set. Black Arrow also uses the last trap you used (not Concussive Trap).
1368,Lock and Load,3,Class,HUNTER,Marksman Hunter,,0,"Gain an effect based on ranged weapon type. • Bow: Auto Shot and Wild Quiver criticals can also trigger Piercing Shots talent at $0f1x effectiveness. • Crossbow: Your Auto Shot deals 90% reduced damage, but your manually used Shots deal 17% more damage. • Gun: Auto Shot hits all enemies within 12 yards of the target for 33% of normal damage."
1289,Marked for Death,3,Class,HUNTER,Volley,,0,Enemies affected by your Hunter's Mark take 15% more damage from Volley.
1371,Natural Grace,3,Class,HUNTER,Marksman Hunter,,0,Wild Quiver has $1F1x chance to trigger and 33% increased damage.
1372,Nether Ray Sting,3,Class,HUNTER,Marksman Hunter,,0,"You learn Nether Ray Sting, which combines Serpent Sting, Scorpid Sting and Viper Sting effects, and counts as all three. Increases damage of Serpent Sting by 100%."
1284,Obsidian Arrows,3,Class,HUNTER,Volley,,0,"Increase damage of Volley by 15%, this bonus is distributed evenly among all enemies hit."
1373,Poison Gas,3,Class,HUNTER,Marksman Hunter,,0,When using Chimera Shot with Scorpid Sting it now also causes a Poison Cloud at target for 50% of Chimera Shot's damage over 8 seconds.
237,Quick Recovery,3,Class,HUNTER,Survival Hunter,,0,Black Arrow and traps cooldown is reduced by $0f1 seconds. Increases damage of Black Arrow by 17%.
130,Recuperation,3,Class,HUNTER,Beastmaster Hunter,,0,Any healing you receive will also heal your pet for 10% of the amount. Regeneration perks count your pet as always having 90% or lower health.
1367,Sharpshooter,3,Class,HUNTER,Marksman Hunter,,0,Gain an effect based on ranged weapon type. • Bow: Multiplies the effect of Piercing Shots talent by $0f1x. • Crossbow: First 3 manually used Shots deal 17% more damage to an enemy. • Gun: Single target Shots have 100% chance to hit another (different) nearby enemy.
1286,Thrill of the Hunt,3,Class,HUNTER,Volley,,0,"Aspect of the Cheetah and Aspect of the Pack no longer cause you to become dazed. If you kill an enemy with Volley, the speed bonus of both aspects is increased by an additional 3% for 10 seconds."
1338,Training,3,Class,HUNTER,Beastmaster Hunter,,0,Increase the amount of armor and resistances your pet gains from you by 33%.
1287,Volatile Energies,3,Class,HUNTER,Volley,,0,Hitting an enemy with Arcane Shot will cause an Arcane Explosion after a delay. Arcane Explosion deals 17% of damage taken from Volley within that time.
41,Alchemist,4,Class,ROGUE,Assassination Rogue,,0,"Whenever you add combo points to your target, you have 33% chance to apply poison from each weapon."
252,Augmented Shadowstep,4,Class,ROGUE,Subtlety Rogue,,0,Increases the range of Shadowstep by 3 and the damage effect by an additional 5%. The damage effect has 60% chance to not be removed when you use an ability.
1161,Bleeding Flurry,4,Class,ROGUE,Combat Rogue,,0,Rupture is affected by $0f2x of your melee attack speed bonus while Blade Flurry is active.
1162,Debilitation,4,Class,ROGUE,Combat Rogue,,0,Your finishing moves deal $0f1% more damage to enemies affected by your Expose Armor or Rupture (each).
254,Deflection,4,Class,ROGUE,Subtlety Rogue,,0,Your manually activated abilities deal 15% more damage while stealthed or invisible and for 3 seconds after.
253,Duplicity,4,Class,ROGUE,Subtlety Rogue,,0,Increases the duration of all stealth or invisibility perk effects by $0f1 second. OR Set duration of recently stealthed to $1F1 seconds. This effect is applied last.
1031,Grenade Launcher Turret,4,Class,ROGUE,Tinker,,0,"When you enter combat you place a Grenade Launcher Turret that fires frost grenades at nearby enemies. Increases damage of this turret by 0%. Grenade deals $1L+$2F2xAP frost damage to all enemies within 15 yards of the target, slows them and deals $3F2x of the damage every 1 second for 6 seconds."
1503,Hack and Slash,4,Class,ROGUE,Subtlety Rogue,,0,"While recently stealthed bonus is active, damage you deal leaves the enemy wounded. When recently stealthed bonus is no longer active, the enemy bleeds for 50% of the total damage done over 60 seconds (affected by your melee haste). Reactivating recently stealthed bonus will clear this effect."
246,Improved Blade Flurry,4,Class,ROGUE,Combat Rogue,,0,"Blade Flurry has infinite duration, but reduces energy regeneration by 50% while active."
176,Improved Hunger for Blood,4,Class,ROGUE,Assassination Rogue,,0,Multiplies effect of Hunger for Blood by $0f1x.
175,Improved Mutilate,4,Class,ROGUE,Assassination Rogue,,0,Your Mutilate ability has 33% additional chance to apply poison from each weapon.
250,Improved Premeditation,4,Class,ROGUE,Subtlety Rogue,,0,Premeditation increases your next damage and all damage 20 seconds after that by 20%. This bonus only applies to your Premeditated target.
1017,Improved Riposte,4,Class,ROGUE,Combat Rogue,,0,Riposte can be used at any time and awards an additional 1 combo point. Riposte has 100% chance to perform a regular melee hit.
177,Improved Rupture,4,Class,ROGUE,Assassination Rogue,,0,Your Rupture ticks have 33% chance to apply poisons from each weapon.
251,Improved Shadowstep,4,Class,ROGUE,Subtlety Rogue,,0,Using Shadowstep on an enemy has 100% chance to perform a free Ambush with 10% increased damage. This Ambush counts as manually activated. Cooldown of Shadowstep is reset when killing an enemy.
174,Invigoration,4,Class,ROGUE,Assassination Rogue,,0,Every 3 seconds you generate 5 energy if you applied poison within that time.
249,Killing Spree,4,Class,ROGUE,Combat Rogue,,0,"Killing Spree is affected by $0f2x of your melee haste. Whenever you add combo points during Killing Spree, you will also use a free Eviscerate on that target."
1699,Kinetic Energy,4,Class,ROGUE,Tinker,,0,Spending energy increases damage of turrets by $0f2% for each point spent for 10 seconds.
1032,Lightning Turret,4,Class,ROGUE,Tinker,,0,When you enter combat you place a Lightning Turret that shocks nearby enemies. Increases damage of this turret by 0%. Shock deals $1L+$2F2xAP nature damage and can affect up to 3 targets.
1029,Machine Gun Turret,4,Class,ROGUE,Tinker,,0,When you enter combat you place a Machine Gun Turret that rapidly fires at nearby enemies. Increases damage of this turret by 0%. Bullet deals $1L+$2F2xAP physical damage.
1698,Overclock,4,Class,ROGUE,Tinker,,0,"You learn how to overclock your turrets using Engineering parts. While overclocked your turrets have 16% increased damage, range and attack speed."
1030,Rocket Launcher Turret,4,Class,ROGUE,Tinker,,0,When you enter combat you place a Rocket Launcher Turret that fires rockets at nearby enemies. Increases damage of this turret by 0%. Rocket deals $1L+$2F2xAP fire damage to all enemies within 8 yards of the target.
1501,Shadowstep Clone,4,Class,ROGUE,Subtlety Rogue,,0,"Your Shadowstep no longer teleports you, but creates a Shadow Clone that teleports to the target instead. If the target dies from this, the Shadow Clone will Shadowstep to another nearby enemy (up to 1 time)."
1018,Trauma,4,Class,ROGUE,Combat Rogue,,0,Increases bleeding damage done by 15%. Eviscerate increases the remaining duration of Rupture by 4 seconds (up to maximum duration).
245,Tricks,4,Class,ROGUE,Combat Rogue,,0,Your regular melee hits have 15% chance to use a free Backstab or Sinister Strike.
1697,Turret Focus,4,Class,ROGUE,Tinker,,0,"You turrets deal 10% increased damage and attack 10% faster for each of Grenade Launcher, Rocket Launcher, Machine Gun and Lightning Turret that you didn't pick."
1033,Turret Specialist,4,Class,ROGUE,Tinker,,0,"Pick one specialization from options below: Machine Gun Turret gains 1% increased damage whenever it damages an enemy, stacks up to 50 times. Rocket Launcher Turret damage and radius is increased by 17%. Grenade Launcher Turret initial damage is increased by 33%. Lightning Turret attacks 17% faster."
1502,Vanish Clone,4,Class,ROGUE,Subtlety Rogue,,0,Vanish leaves behind a Shadow Clone that distracts enemies for 10 seconds. Reduces the cooldown of Vanish by 10 seconds.
1019,Weak Spot,4,Class,ROGUE,Combat Rogue,,0,While Killing Spree is on cooldown all abilities that add combo points add 1 additional combo point. Killing Spree strikes are replaced by Sinister Strike or Backstab. You deal 10% more damage while Killing Spree is active.
134,Absolution,5,Class,PRIEST,Discipline Priest,,0,Penance heals for $0f1% more. Penance has 100% chance to hit more than once when dealing damage from a manual cast. Penance deals 100% more damage when dealing damage from Divine Purpose perk.
950,Astral Projection,5,Class,PRIEST,Wandering Spirits,,0,Increases the maximum distance from you that Wandering Spirits can exist by 5 yards.
1094,Chain Reaction,5,Class,PRIEST,Shadow Priest,,0,Your Mind Blast has 33% chance to replicate itself on a random enemy. This replication does not produce an additional Remnant of Shadow.
1090,Disciple of C'Thun,5,Class,PRIEST,Shadow Priest,,0,Your Mind Flay and Mind Sear now create an eyestalk that casts the spell with 15% increased damage instead. You can only have 1 eyestalk at a time. The eyestalk is not considered a pet.
1052,Divine Guardian,5,Class,PRIEST,Discipline Priest,,0,Perks that increase absorb shield effectiveness on yourself also apply to absorb shields you create on others. Increase duration of Power Word: Shield by 30% when cast on others.
1051,Divine Punishment,5,Class,PRIEST,Discipline Priest,,0,"Reduces armor and resistances by 99%, you can no longer avoid attacks and they are always critical hits if possible. Taking lethal damage restores you to 75% of your health and disables this perk effect for 300 seconds."
1053,Divine Purpose,5,Class,PRIEST,Discipline Priest,,0,You fire two Penance projectiles at different nearby targets every $0f1 seconds (affected by your casting speed). This can't target yourself.
1022,Empowered Holy Nova,5,Class,PRIEST,Holy Priest,,0,"Every 3 seconds increase the damage of your next Holy Nova by 33% and radius by 1 yard, stacks up to 10 times."
1091,Encroaching Darkness,5,Class,PRIEST,Shadow Priest,,0,"Increases damage of Shadow Word: Pain, Vampiric Touch and Devouring Plague by 20% each tick, but they can no longer benefit from haste."
1021,Guardian Angel,5,Class,PRIEST,Holy Priest,,0,"Increases duration of Guardian Spirit by 6 seconds. Multiplies duration of Guardian Spirit by $1F1x when cast on yourself. If Guardian Spirit is removed because it triggered then the remaining cooldown is reduced by half, otherwise the cooldown is reset."
1095,Harbinger,5,Class,PRIEST,Shadow Priest,,0,Your Shadow Word: Death hits all enemies within 6 yards of the target and deals 66% more damage. These extra hits do not produce an additional Remnant of Shadow.
1428,Improved Lightwell,5,Class,PRIEST,Holy Priest,,0,"Reduce cooldown and duration of Lightwell by 2 minutes. Lightwell can no longer be clicked on, but it casts Circle of Healing every $0f1 seconds."
138,Improved Penance,5,Class,PRIEST,Discipline Priest,,0,Penance deals 50% more damage and has 10% chance to apply Power Word: Shield on an eligible friendly target.
137,Improved Power Infusion,5,Class,PRIEST,Discipline Priest,,0,Reduces the cooldown of Power Infusion by 30 seconds. Power Infusion increases the magic damage of target by 20%.
259,Improved Prayer of Mending,5,Class,PRIEST,Holy Priest,,0,Prayer of Mending heals 50% more. Prayer of Mending will automatically trigger after 3 seconds if no damage was taken.
135,Improved Shield,5,Class,PRIEST,Discipline Priest,,0,Each active perk from this set increases the effectiveness of your Power Word: Shield by $0f1%.
951,Incorporeal Affinity,5,Class,PRIEST,Wandering Spirits,,0,Increases the duration of each Wandering Spirit by 10% for each active perk from this set.
1427,Inspire: Strength,5,Class,PRIEST,Holy Priest,,0,"If you cast a damaging priest spell with empowered stacks from the perk set, then you inspire your allies and they get 3% increased damage done for each empowered stack spent. Duration is 10 seconds."
1426,Inspire: Swiftness,5,Class,PRIEST,Holy Priest,,0,"If you have moved for at least 2 seconds, then you inspire your other allies and they get 10% increased movement speed. This effect does not work while in combat."
1092,Persistence,5,Class,PRIEST,Shadow Priest,,0,"Your Shadow Word: Pain, Vampiric Touch and Devouring Plague also cause you to get a Remnant of Shadow when they expire naturally, this Remnant deals all of its damage at once. Increases non-channeled shadow damage over time effects by 10%."
952,Psychic Endurance,5,Class,PRIEST,Wandering Spirits,,0,You take 5% less damage while Fade is active or you have an active Wandering Spirit.
949,Psychic Surge,5,Class,PRIEST,Wandering Spirits,,0,"When you activate Fade, you also instantly summon $0f1 Wandering Spirit."
140,Rapture,5,Class,PRIEST,Discipline Priest,,0,All your nearby Power Word: Shields share their amount from a pool. Increases effectiveness of Power Word: Shield by $0f1%.
1096,Shadow Eruption,5,Class,PRIEST,Shadow Priest,,0,Whenever you gain a Remnant you also cause an explosion of shadow at the target's location for $0l+50% SP damage within 10 yards.
1025,Shared Life,5,Class,PRIEST,Holy Priest,,0,"Guardian Spirit increases the target's spell power by 15% of your holy spell power, and attack power by 25% of your holy spell power."
1097,Shroud,5,Class,PRIEST,Shadow Priest,,0,Increases Remnant of Shadow's damage by 10%.
1093,Spreading Misery,5,Class,PRIEST,Shadow Priest,,0,"If an enemy dies with your Shadow Word: Pain, Vampiric Touch or Devouring Plague on them, the spell moves to another enemy within 20 yards without refreshing its duration. You deal 10% increased direct shadow damage against enemies affected by any of these three spells."
1711,Surge of Light,5,Class,PRIEST,Holy Priest,,0,Surge of Light talent effect is instantly consumed to automatically fire a Smite at a nearby enemy for 33% increased damage.
948,Vengeful Spirits,5,Class,PRIEST,Wandering Spirits,,0,"While in combat, summon a Wandering Spirit every $0f1 seconds."
123,Affliction,6,Class,DEATHKNIGHT,Unholy Death Knight,,1,Increases damage of your diseases by 50%.
1523,Battle Preparations,6,Class,DEATHKNIGHT,Blood Death Knight,,0,"Spending runes has an effect, • Blood: The next time you are attacked, deal 10% AP physical damage to the attacker. • Frost: Generate 5 Runic Power and cause Frost Fever of a random nearby enemy to deal 1 ticks worth of damage. • Unholy: Increase damage of your next Death and Decay by 10%. Death Runes count as all three."
1537,Chill of the Grave,6,Class,DEATHKNIGHT,Frost Death Knight,,0,Deathchill also increases the damage of the affected ability by 25%.
1520,Corruption Engine,6,Class,DEATHKNIGHT,Blood Death Knight,,0,"Whenever you reach 90 Runic Power, consume 80 Runic Power to convert one of your normal Runes into a Death Rune. When this effect triggers reduce the remaining cooldown of a random Rune by $2f1 seconds."
1512,Dark Gift,6,Class,DEATHKNIGHT,Undead Army,,0,Skeletons now cause a Corpse Explosion if they die to anything else. Skeletons leave behind a cloud of poison that deals 50% of Corpse Explosion's damage over 10 seconds.
1510,Explosive Return,6,Class,DEATHKNIGHT,Undead Army,,0,Skeletons blown up with Corpse Explosion will resummon themselves after 30 seconds (affected by your melee attack speed). Increase damage of Corpse Explosion by 17%.
835,Ferocious Dead,6,Class,DEATHKNIGHT,Undead Army,,0,Increase the amount of stats your skeletons get from you by 20%.
1538,Glacier Rot,6,Class,DEATHKNIGHT,Frost Death Knight,,0,"Enemies affected by your Frost Fever take 10% increased damage from your Howling Blast, Frost Strike and Obliterate."
